True,Predicted,Predicted_prob
175908,103756,0.26395833333333335
200626,278233,0.5607352011175658
214041,214041,0.443750263067441
233124,233124,0.38311100981004664
200017,200017,0.963334987593052
175907,175907,1.0
201262,201262,0.5066575562549276
200124,200124,0.623570456692097
132785,132785,0.2957313871441801
232717,232124,0.5434616387159126
100695,100695,0.3326135531135531
131512,131512,0.372978307676997
201261,201261,0.5794566510530851
375050,375050,0.97
175844,175844,0.85
275124,275124,0.49722292165241866
146860,100659,0.11825456881558495
137791,137791,0.5482540181696527
301497,301497,0.3011111111111111
175850,175850,0.6301013973881284
275538,275538,0.4876354467288246
200125,200125,0.9994736842105263
264124,264124,0.7132348699019693
246398,246398,0.3547414060068578
275259,275273,0.3535227272727273
175836,175836,0.5721004820061896
375957,375957,0.4346980974314786
100211,100211,0.998
124968,124968,0.9835376427494075
264124,264124,0.9170042735042735
162151,162151,0.9918840579710145
137791,141791,0.7186451603951605
346074,346061,0.4481699216552929
200279,200279,0.4736173510662479
301497,301497,0.9441666666666666
200624,200624,0.895173470664183
101927,101927,0.6587054461247961
375957,375957,0.9737840720922911
164731,164731,0.634379886287678
175844,175844,0.8843451146708388
217312,217312,0.5331748040066828
201064,201064,0.5010201125103275
200011,200011,0.9825116099071206
200511,200511,0.47157871792678896
375022,375022,0.6742200022200022
200437,200387,0.2873408388996624
332166,332166,1.0
216671,216671,0.6085566768552837
375959,375959,0.9827083333333334
200125,200125,0.9406823821339949
375958,375958,0.23256224813833504
375965,375965,0.97
232785,232785,0.8827505330325489
275442,275442,1.0
200154,200154,0.8296275330475054
375023,375023,0.5295753968253969
278539,200539,0.37008255205670415
131560,131560,0.723417897462015
364277,364251,0.440343214479405
214034,214034,0.5540384615384615
200125,200125,0.5687501727564213
378101,378104,0.392627441012084
246127,246127,0.5364040037401776
200439,200439,0.5814640395222165
100232,100232,0.6888966877888335
200017,200017,0.7071925955709237
232769,232769,0.5099775361663077
232297,232367,0.33911324337038956
375021,375021,0.9785271929824562
316751,375984,0.42546967548454684
200511,200511,0.5835667823646807
214041,214041,0.4586316344933992
167990,167990,0.3700061931309383
275641,200597,0.07812928871010716
375958,375958,0.6446468112277668
101621,101621,1.0
275542,275542,0.9598590740114905
375959,375956,0.6177269856749502
178063,178061,0.36490582500762364
200594,200597,0.6182070405490627
275128,275125,0.678102157473781
200278,200278,0.49494246676095954
275477,275477,0.7941780589883486
364251,364251,0.9678558319242286
101988,101988,0.4349992786533188
375022,375022,0.8762739541160596
275553,275553,0.39233727989226336
232776,232776,0.9239188290433943
216622,216622,0.546479608418214
246128,246128,0.7649430725708413
200336,200126,0.5038292541254527
124964,124964,0.7066175832194592
200124,200124,0.9618935355699904
275441,275441,1.0
375022,375022,0.9996153846153846
200128,200125,0.36051222079987005
275443,275443,0.9477163016802294
162891,175907,0.4987696390881854
164515,164515,0.1271485418085212
175830,100892,1.0
332174,332174,0.835079087225509
200277,200277,0.7628876338601057
278127,200127,0.41450000000000004
375984,375984,0.9926458333333332
201377,201377,0.933164852075954
100228,100232,0.24705979208108034
175907,175907,0.8835484826774465
246124,246127,0.15430260903570753
246125,246125,0.5310353511007386
100659,100659,0.7173033573508146
246512,246512,0.7729764037095788
264594,264594,0.25579950552812714
375959,375959,0.5753810108950899
132795,132795,0.8396147798742138
301497,301497,0.9473809523809524
375022,375022,1.0
175836,175836,0.5875618523883361
224124,224124,0.6836300049020037
232277,232367,0.33911324337038956
375958,375958,0.7707692307692308
200071,200077,0.5333466109044719
100232,100232,0.4812845319942879
275389,275389,0.7389226363316641
364994,364994,0.519335102902147
315932,315932,0.5924330577307708
275034,275034,0.989978021978022
101981,101981,0.767930995302811
375852,375852,1.0
246125,246125,0.8919668534967449
216671,216671,0.6085566768552837
200125,200125,0.2986624062842838
214034,214034,0.7322129237911849
375964,375964,0.9908091020499108
235436,235436,0.6037733448401589
101623,101623,1.0
100210,100210,0.98
200124,200124,0.4277530480242768
260531,260537,0.16687466464276748
104741,104741,0.9781530873218852
100914,131185,0.27070833333333333
200017,200017,0.9969090909090909
275129,275126,0.875043513907034
232298,232368,0.6103611111111109
275442,275442,1.0
278125,278125,0.8419145207590016
275441,275441,1.0
275994,101731,0.2061226840343376
264724,264724,0.2859309056400499
200512,200512,0.9844696969696972
275478,275478,0.8852888623647999
132966,132967,0.1755032561765471
201595,201595,0.5957924424703563
200278,200278,0.7837109130485623
216622,216622,0.6996948835006939
175835,175835,0.5445439545289329
364308,364308,1.0
200126,200126,0.72
375959,375956,0.4496473219590867
200438,200438,0.6171608541099125
278125,278125,0.39641400628357154
232737,232737,0.5766143573879973
175836,175836,0.9994117647058823
275138,275138,0.3262915310369843
275479,275479,0.6747046690702038
101927,101925,0.5328196398600638
375957,375957,0.9070172585626751
232767,232767,0.6016862807875837
178990,131184,0.2324227347696616
275273,275623,0.4169627304693654
375955,375955,0.582000899336609
201378,201378,0.9917727272727273
200298,200298,0.9493903884368016
275609,275609,0.4302632351464296
201263,201263,0.6353652402925941
275257,275367,0.2852648948828939
364251,364251,0.9678558319242286
175907,132795,0.8697157899752238
375953,375953,0.8954907082119352
375823,375829,0.16
278115,278115,0.9984641615843661
200014,200017,0.75
119104,121506,0.09883912131900667
275609,275125,0.4783545876355914
275123,275126,0.42019199455373096
232901,232901,0.4529330512031832
236807,236724,0.5200397205832678
375954,375957,0.45975911306962336
275124,275124,0.8217207650582077
180928,180928,0.558258870701239
275387,275387,0.5361929977396744
364312,364252,0.7719453601953602
375021,375021,0.5283373347126665
224134,224134,0.6055790936603337
264807,264807,0.7079251419213121
200125,200125,0.9674805044830821
200621,200297,0.5862837754134064
275137,275124,0.21375901240676268
278251,278247,0.16331384657581308
346081,346081,0.33583485035600924
375021,375021,0.6367962184873951
346061,346061,0.5540765830705805
200011,200011,0.9732571814150761
101621,101621,0.8540000000000001
275124,275124,0.2708947510424487
175835,175835,0.990409090909091
264482,264478,0.8127189990518268
264125,264152,0.11299183394587503
200124,200124,0.4285101918707434
378105,378102,0.5088475697084186
275127,275127,0.6079631712220438
200125,200125,0.3758272228760003
235901,235124,0.4100515124921567
175836,175836,0.9960526315789474
278232,200625,0.6735452891568847
215312,215312,1.0
200511,216664,0.5478167863267963
200437,200437,0.5319030854591876
275442,275442,1.0
200017,200017,1.0
264726,200369,0.13494236244572305
275387,275387,0.8055994663159731
215692,215692,0.9658076923076923
275511,275511,0.8654748128384078
275257,275257,0.9094229875431991
175907,175907,0.19911086416927723
200058,264038,0.9064285714285714
200336,200126,0.19343497499043477
246125,246125,0.8919668534967449
275388,275388,0.7960916889986127
275272,275272,0.8069449187183321
232903,232903,1.0
146905,146905,0.9517647058823528
201064,201064,0.3520960240340218
200621,200624,0.09485534943032774
275257,275257,0.6957225306706535
278115,278115,0.6197653821489726
200437,200437,0.9023761739468261
201012,201012,0.9985714285714287
224298,224405,0.2749381255747881
149992,149992,0.8360299083841918
275298,275298,0.4116687854607394
162201,160096,0.2468611343593745
117213,117213,0.811851339986982
100211,100211,0.998
378101,378101,0.8217161172161173
375822,375822,0.9550719086021505
200625,200622,0.30873008242342515
378104,378104,0.795792202594447
175890,100892,0.6424688659279587
324062,324062,0.54559475907201
264704,264807,0.7345149511199996
201045,201042,0.2807599884157022
201037,201037,0.48134065934065945
375014,375014,0.7823261493218072
178054,178142,0.26889232128036167
278594,200591,0.5828049819236432
200126,200126,0.784329957957824
232334,232367,0.09318221200896094
233714,233714,0.6117288050509883
375827,364251,0.327192057572715
375966,375966,0.7615789473684211
215992,215992,0.8441011904761905
178100,178124,0.4529840018470812
275991,175835,0.2375
375957,375957,0.7236373968122546
375022,375958,0.4175687085677772
364265,364265,0.9695238095238095
232297,232747,0.39203226036266314
264125,264125,0.8370742470612861
315931,315931,0.9574771350831991
375953,375959,0.7198302541362778
264807,264807,0.4980293607170654
275127,275127,0.7134127131602073
275129,275126,0.673730184266373
160451,160967,0.10687288454802417
201051,201051,0.32057094202678166
364308,364308,1.0
275513,275513,0.9182064489701471
232795,232795,0.8389779296699555
232795,232795,0.8389779296699555
275134,275137,0.5613285184691982
200437,200437,0.4914309637015812
275124,275124,0.5388195709567847
375958,375958,0.9990000000000001
131570,131570,0.31150264261552996
246397,246397,0.22940901279884135
201261,201261,0.21381813705449168
175836,175836,0.9960526315789474
375964,375964,1.0
200621,200621,0.7858014025191841
200611,200597,0.328590815964381
301499,301499,0.9478444444444445
275477,275477,0.870735157162239
200387,200297,0.2758974276314702
200624,200277,0.46542297135449595
346063,378106,0.3917028985507246
275543,275543,0.5879882518699212
375958,375965,0.1666591591591592
200297,200297,0.9051991319602304
101934,175844,0.09282078145206732
200439,200336,0.7791842879342881
364251,364251,0.9653558319242286
100892,100892,0.5336003992922284
275127,275124,0.33565728591993305
200124,200124,0.8840149572649574
264374,264717,0.29241170059550997
200624,200277,0.3868189333027856
316754,316754,0.2964461152882205
178091,178405,0.3153706390404469
275154,275154,0.8782852129851335
275441,275441,1.0
278115,275128,0.12290630819535237
175890,175890,0.94
275367,275367,0.49879124668519176
200017,200017,1.0
332151,332151,0.9829004329004328
275126,275126,0.9418028215610805
200624,200624,0.6741584146904428
201377,201377,0.9199847276125829
275441,275441,0.9343133696461977
200623,200623,0.994579723362213
275125,275125,0.6982092094436658
275388,275388,0.9839482062652795
275511,275511,0.7924638869481508
375851,375851,0.8880748614130964
232594,232594,0.9267372768583141
131561,131570,0.1924962980909327
264718,201262,0.20628171657916508
216666,200513,0.5589367283389025
200397,200397,0.43616340898038486
178142,178142,0.6922221372329983
264397,264397,0.29027000882431603
200623,200279,0.32893623566810687
278127,249151,0.08941396265841214
232069,232069,0.9791102525660247
190005,190005,0.5684592577956601
124734,124734,0.3864580502218326
275298,275272,0.43608958249389523
101621,101621,0.9059801643365196
275542,275542,0.9228940984693286
232512,232512,1.0
200125,200125,1.0
275298,275298,0.7430164866231957
275126,275126,0.7488486396946179
224119,215313,0.4394273918817484
364994,375040,0.566876081332948
175907,175907,1.0
275614,275297,0.2312069130489213
346061,375957,0.5493736321115328
275367,275367,0.7857344364299617
124739,124739,0.6064284532687801
275124,275124,0.5388195709567847
200122,200122,0.9092259549709155
137791,141791,0.833686147186147
200126,200126,0.9952787878787878
232737,232747,0.39203226036266314
200298,200125,0.45770628191924134
275125,275128,0.5152999490021151
164511,164511,0.5119316934057653
278122,278122,0.7719406113586951
200388,200538,0.1509230769230769
200297,200297,0.7818463402173489
275542,275542,0.9431161236424395
264717,264717,0.9863110008271297
200017,200017,0.93
275397,275397,0.05126920902151105
200122,200122,0.45656942220939345
200017,200017,0.32747305834262347
175844,175844,0.8909924242424243
200124,200124,0.9973317683881063
178100,178075,0.14453959920789897
346071,346061,0.4481699216552929
375021,375021,0.7266794504053395
275257,275137,0.20032856262515686
246125,246125,0.9889583333333333
200072,200072,0.3455133790154878
275539,275443,0.5162597720986998
375959,375959,0.6270973031551949
275126,275126,0.9794402362557385
346063,375959,0.33898240165631455
175907,175907,0.86133841770535
175844,175844,1.0
232513,232903,0.5169375217463621
175907,175907,0.8188275359905797
160453,160376,0.11524423378625266
278538,278538,0.893625694780212
100671,100671,0.2912004105217306
332164,332164,1.0
101623,101623,0.99
200511,200437,0.9028925161003776
200013,200013,0.97628331011549
200124,200124,0.5770123902813833
201077,264707,0.22133140601215875
264809,264809,0.6968154553008833
275387,275387,0.3570973798340107
215312,215312,1.0
275299,275273,0.4825350241665694
100892,100892,0.5099493373808105
246122,246122,0.3003819686809547
332166,332166,1.0
264718,264718,0.3967406793678859
216513,216673,0.4819738127991233
146905,146905,0.2640895247847688
215691,215691,0.6458549783549782
264705,264705,0.5001033827254537
264479,264479,0.5058233594413758
275125,275125,0.5342178197176741
275993,275993,0.7332286545731499
275137,275137,0.9100995945951257
200154,200154,0.6499921215987635
200336,200336,1.0
278115,278115,0.18518945814503415
131532,131532,0.3411982396372409
264705,264705,0.8163254122954114
375031,375031,0.9386602540511643
264124,264124,0.6890404254575243
200438,200438,0.46597563934236874
275125,275125,0.5342178197176741
275368,275368,0.6467978683550493
275124,275124,0.6850187527037229
275369,275369,0.3955910020677728
232724,232724,0.6266283385230752
131532,131595,0.2648710879763511
201078,201078,0.7552202660774968
346081,346081,0.6378448432182475
233126,233126,0.6599788481076186
200278,200278,0.9559306233128828
275388,275609,0.268633919478795
232767,232767,0.08424550801444922
100227,100227,0.38507606664083655
232714,232714,0.9682929292929293
232901,232901,0.9516782831782649
233593,233593,0.9286676587301588
200277,200297,0.3201133908379262
264809,264809,0.6263475523580929
275477,275477,0.3897855755355755
236511,200511,0.24705960868599855
275441,275441,1.0
201377,201377,0.5836355212633763
275368,275368,0.6673763178524549
232367,232367,0.9667266568120227
214035,214035,0.7340455300764375
105016,105016,0.691748924952189
100280,100280,0.5121272893772894
264808,264808,0.8243193277310925
178142,178142,0.6968649943758556
215312,215612,0.5556838624338626
201262,201262,0.8810970116343811
275125,275128,0.5893943331329727
233737,200277,0.5471288457332413
200591,200591,0.6740831206198987
200074,200074,0.4577873053563352
335103,380016,0.17686113996488942
346083,346083,0.9680993969640258
201065,201065,0.4947765655337652
200128,200438,0.4215120396366583
200298,200388,0.657434150148773
232901,232901,0.9984000000000001
132882,132882,0.7814480101219233
275387,275387,0.9420633988056608
200077,200077,0.8983201564517352
102731,102731,0.8066666666666665
164501,164519,0.2114175850152016
232714,232714,0.9682929292929293
275542,275542,0.2762912675946751
178081,178081,0.9389610794352133
101963,101963,0.6150813325108256
200127,200624,0.23731181796704529
275369,275389,0.6579620207643356
200299,200279,0.5173979343317352
375956,375023,0.44757412587640216
275513,146861,0.13055555555555556
146864,175220,0.20300264550264552
200511,200437,0.4914309637015812
101925,101925,0.8109477357664113
232761,232761,0.5234662361249862
304548,301498,0.38041666666666674
375957,375957,1.0
100892,100892,0.9954545454545455
264374,264717,0.3173176337507513
278991,278991,0.9516769688644691
275552,275552,0.7723474490802766
232297,232737,0.8153629336682205
200437,200437,0.8117441718142651
375958,375958,0.9990000000000001
115944,115944,0.45863071646273146
275272,275272,0.6778979156971715
131570,132894,0.4936794698564759
200622,200278,0.2500356439794556
275137,275137,0.45389791936573287
201379,201379,0.799888207011808
232726,232726,0.5448003584876115
200511,200511,0.9176120894468602
200511,200511,0.29404315615690496
264807,264807,0.7653226074128711
124962,124962,0.7126879339459694
275124,275124,0.9732634168652422
246434,246397,0.563998694440122
246126,264126,0.17027871660148006
275299,275299,0.9496319019572438
378104,378104,0.5059921745475954
214035,214035,0.9954285714285714
346063,375959,0.3670119979005931
200438,200438,0.6313449347256976
178124,178124,0.576754427357538
264297,264717,0.5188948849338059
100232,100232,0.6888966877888335
175836,175836,0.9994117647058823
233297,233297,0.6075744905274114
164515,160362,0.1436458829049524
346077,346077,0.43253301926831333
201261,201261,0.7838373735616809
200511,200511,0.7374864839009294
200072,200072,0.7673225713358032
275367,275367,0.7124987033831907
178081,178081,0.8489793883067778
200512,200278,0.2500356439794556
275609,275609,0.7811506443130445
175830,175830,0.2173561641451306
200297,200387,0.37576171436776973
275542,275542,0.9432676654200819
217313,217313,0.8558227466417395
278124,278124,0.8240249200945385
246121,246121,0.6294856590860493
200336,200336,0.805356630525677
275441,275441,0.9934471380635352
200017,200017,0.9910256410256411
200019,200019,0.9299835216572505
216666,216666,0.7259888707730313
275408,275478,0.33249771075158074
375851,375851,0.8722968616350962
188890,188121,0.2971590909090909
275368,275368,0.8397255244755244
200124,200124,0.9930152207001522
275994,275994,0.8967963134360433
150071,150071,0.8122448650882395
275367,275367,0.6141281993264872
275542,275542,0.7584265505266146
214035,214035,0.736339522546419
233714,200124,0.623570456692097
264127,264127,0.419002442002442
232798,232798,0.41524597933923324
278115,278115,0.9655089355636042
375953,375953,1.0
203377,201261,0.8437837819650545
200154,200154,0.40401167630323415
232767,232767,0.6190123146136175
275273,275299,0.6967776247757149
346082,364252,0.5094788344577881
246398,246398,0.8510111282529972
175907,175907,1.0
246398,246128,0.4778074633513439
378108,378108,0.9871259391949048
216664,216664,0.9905207390648566
264398,264398,0.31855149645341296
200125,200125,0.4984026969903463
275441,275441,1.0
375958,346062,0.4702240676992092
115892,115892,0.8954948541935832
200399,200369,0.4754049252240024
233336,233336,0.5561818078994305
131511,131570,0.23076478224316552
232724,232901,0.4529330512031832
275297,275271,0.5010277455239789
346081,364251,0.440343214479405
264038,264038,0.9964285714285714
246127,246127,0.9149039954610607
233914,233914,0.5319806590629728
260066,260066,0.7886055814841069
375984,375984,0.457861685307174
146861,146861,0.6033349625339035
201319,201319,0.46664211467458405
214034,214034,0.9016666666666666
175843,175843,0.4130666040803216
364264,364264,0.8494722099366062
264807,264297,0.37396185208375704
124964,124883,0.23642476064054463
200621,200621,0.8646646098999036
264725,264725,0.3800283830591492
232785,232785,1.0
378101,378101,1.0
275367,275367,0.7833053770907837
235379,235289,0.5689597585202579
275272,275272,0.8926825616309639
215671,215671,0.9625532746823069
232767,232767,0.4625654007272057
100894,100892,0.9128214285714286
264432,264298,0.32071008158508163
375953,375959,0.5753810108950899
315932,364308,0.1653030303030303
275055,275055,0.5977941176470588
131537,131537,0.4727288018656811
233914,233914,0.6511904527207167
175907,175907,0.35925059328040027
200438,200438,0.5472371782402756
269327,269327,0.5290290722922303
275126,275126,0.8348975012130034
101927,101927,0.796616057415745
201038,201038,0.7348888888888889
278115,278052,0.5002666504889565
200511,200511,0.8727893321962746
275609,275542,0.5652277490314804
188112,188112,0.8011231809509544
131580,131181,0.4216414992535096
375954,375957,0.7069021739130434
178075,178075,0.5270263099886486
200591,200591,0.5828049819236432
275138,275138,0.7606666953931496
232787,232787,0.87
278124,200124,0.53
200539,200279,0.35463247420777544
275125,275125,0.5342178197176741
200621,200624,0.2994557351337113
164990,164990,0.2916011904761904
264129,264129,0.4691601361348177
375314,375314,0.7112706650618885
364309,364309,1.0
246538,264478,0.7933443247394859
200154,200154,0.9076720424459076
364264,364264,0.5507864385560012
100894,175907,0.9543669667416854
200279,200299,0.29761969619669054
378101,378104,0.5466374406896854
235990,235990,0.9559335839598998
200299,200299,0.7513509661302618
216666,216666,0.7162690899701619
332104,332104,1.0
178081,178081,0.8117948488319157
264011,264011,0.2121728209657122
232067,232067,0.7335811077370156
232787,232787,0.99
375964,364251,0.45887630601680085
200512,200532,0.23219887362113692
200025,200018,0.7438083890746935
105016,105016,0.624898784627088
275369,275369,0.6362498749596369
175907,178990,0.08583618518075095
314125,314125,0.9779680880713488
175834,175834,0.8268785756726933
275441,275441,0.9950687596851568
346062,375958,0.6446468112277668
100303,100303,0.7170393219126212
275271,275297,0.16134186739382916
378105,378105,0.8202290844690223
375822,375822,0.7408571428571429
275125,275125,0.6691632421693263
232367,232737,0.6513460626080757
200538,200538,0.537609908738729
364309,364309,1.0
264808,264705,0.44454321707097383
278115,278115,0.6787178169261048
246398,201262,0.23288041931299389
246531,246397,0.3457768379815285
178126,178990,0.14482387134097385
264808,264808,0.9198061894246105
200126,200126,0.32617435769854497
264477,264477,0.9621143332773766
275124,275124,0.9301012417979295
200125,200125,0.99265850945495
215992,100655,0.3015591483686633
264397,264397,0.29027000882431603
301498,301498,0.9885902255639099
375955,375955,0.582000899336609
375021,375957,0.850640639508961
375050,375050,1.0
275127,275127,0.7134127131602073
200277,200277,0.6055272032066793
175890,175843,0.4130666040803216
275125,275125,0.678102157473781
200621,200621,0.22838674373354054
200057,200057,0.5219433449433447
314125,314125,1.0
264398,275368,0.23913641040632716
264595,278115,0.08764973562098084
275552,216672,0.2589077893374406
175836,175836,0.6316563756832025
132882,132882,0.5347253573713033
375964,375964,0.9771517926517926
175907,175890,0.3030386886788967
375827,375827,0.6071034331989822
132883,100892,0.1978821138211382
275257,275257,0.5725520153780053
200122,200122,0.9092259549709155
216114,216114,0.12240843164033574
100210,100210,0.40500652060355735
375955,375955,0.6486929824561405
200532,200532,0.8343193701104381
200277,200277,0.4792359862707354
164400,164400,0.5913742749147065
216664,216664,0.9905207390648566
200278,200278,0.5002231767071508
346063,346063,1.0
175831,175830,0.2173561641451306
278249,278249,0.5769603066355975
246618,246112,0.07410223410789549
232901,232714,1.0
375022,375852,0.3879267551892551
375957,375957,0.7236373968122546
275478,275478,0.45315312787249445
203378,201378,0.9897727272727272
200278,200368,0.27642985782328494
200437,200437,0.7675276086325705
278115,278115,0.9285389381330329
178142,178142,0.489306397295953
275542,275542,0.6841902837462301
200511,232511,0.206599207023049
364265,364265,0.6995980444286894
232124,232124,0.8885160822938567
200389,200389,0.4338388787471461
275367,264374,0.44658890443948407
216667,216667,0.2420696312343227
131185,131185,0.5250347846643819
275368,275368,0.380083595823767
375032,375958,0.4175687085677772
200625,200625,0.6735452891568847
375958,375958,0.6446468112277668
216612,200072,0.2895831109859573
275369,275369,0.24805251392161062
275441,275441,0.9509090909090909
375964,375964,1.0
275625,275388,0.5819185344084508
141791,137791,0.5482540181696527
378101,378101,0.8217161172161173
301497,301497,1.0
246591,264594,0.8570974284745954
301497,301497,0.5200341526969112
275367,275367,0.7776024116998747
200128,200128,0.4498459384563972
264124,264124,0.970043956043956
101732,101963,0.255
164909,164909,0.690613325908432
201262,201262,0.9472245749419662
324062,375022,0.7421077405355182
200624,200624,0.5847960767302873
275443,275443,0.8187281003476753
101623,101623,0.99
264704,264704,0.8658827056273496
269594,264594,0.3032995055281271
132784,132784,0.46317166519925235
275441,275441,1.0
275552,275552,0.8863568376068376
100670,100670,0.4671880645818522
200013,201020,0.43520611148008087
100892,175907,0.47766666666666674
260591,260591,0.46478573333305273
200439,200439,0.8858302544027328
201379,201479,0.4062678871763575
200625,200625,0.4529206817979166
232726,232726,0.9238015042116419
275441,275441,0.9898648098881837
200125,200125,0.9964516129032259
141791,137791,0.5482540181696527
275257,275257,0.7707760817768197
275124,275124,0.7997357537384588
201377,201377,0.6633488584858553
200511,200511,0.7816328072281635
232747,232747,0.5389608060064166
232436,232436,0.9966666666666667
275125,275125,0.9530477510236129
375955,375955,0.582000899336609
201020,201012,0.6128908730158729
175844,175844,1.0
101897,101897,0.3013503035930909
200336,200336,0.93
332164,332164,1.0
375953,375953,0.996
200128,200125,0.6777272727272728
216909,216909,0.4590700275936412
278127,278127,0.5915339820138582
200538,200122,0.21209557341036983
233701,246011,0.41
332106,332106,1.0
278596,200599,0.11745152025263014
264376,264719,0.22061177077472952
375021,375021,0.2823118279569893
200072,200072,0.685
131532,131183,0.33884429305142616
264705,264705,1.0
216622,216622,0.9927583936800528
101934,101934,0.7651594885904248
333113,333113,0.7927063492063492
264131,264131,0.1777559861259718
201011,201011,0.32152513227513224
200298,200622,0.9342043107999924
232434,232434,0.5290750285862945
324062,375022,0.7421077405355182
200154,200154,0.6451278694884195
375033,375033,0.5312380952380953
324062,334102,0.6078992088063296
201262,201262,0.8282969002412738
278538,200538,0.4640872572515372
200438,200278,0.19904153243784467
375964,375957,0.4346980974314786
201051,214034,0.15133333333333335
375822,375822,1.0
232436,232436,0.6772549019607844
364265,364265,0.9995238095238095
275259,275608,0.1471063243935008
375852,375852,0.9248076923076922
275443,275443,0.5608310546142746
200439,200439,0.5661904761904762
275259,275259,0.5064608242880912
264478,264702,0.3664440581210546
200125,200125,0.9725608531786776
275993,146860,0.6075
275441,275441,0.9950687596851568
375023,375959,0.37139191611310063
215313,215313,0.9840940585484151
275124,275124,1.0
375958,375958,0.7686391063364962
275124,275124,0.737394471640796
375957,375957,0.5281666666666667
200011,200011,0.8875428957007905
375957,375957,0.5432038690476191
200077,200077,0.6594934421032819
275443,275443,0.9100432181339286
375953,375953,1.0
275442,275442,1.0
275388,275388,0.7235129272061209
200154,200154,0.21960844929749726
375964,375964,0.9908091020499108
200624,200624,0.5122879637699631
100232,100228,0.47615203712122833
115994,115994,0.5643823812693334
275442,275442,1.0
200071,200071,0.31433400147195867
137791,137791,0.60613013136289
278129,278126,0.4377883676898596
200297,200297,0.2011262611773724
364265,364252,0.5318207157468621
215673,215673,0.6298778588580327
364309,364309,1.0
232795,232795,0.8389779296699555
200625,200625,0.6735452891568847
264122,264122,0.3819352495484619
335102,375958,0.2841228070175439
332106,332106,1.0
150071,150071,0.7072819021252765
301499,301499,0.9787927203065135
200071,200071,0.6988145735711474
200058,200012,0.4173359788359788
200123,200126,0.8221788048552748
175835,175835,0.9508958770090846
232795,232795,0.8389779296699555
101921,101921,0.8998654026560732
278124,278124,0.8240249200945385
275511,275511,0.6963025210084034
275124,275124,1.0
275257,275257,0.9518342675800621
375050,375050,1.0
264808,264125,0.21709678561287962
216671,216671,0.6085566768552837
216623,216623,0.46154907671558915
275542,275542,0.9432676654200819
216477,216477,0.406470729360457
275127,275124,0.49722292165241866
375957,375957,1.0
131560,131560,0.6226230158730158
200013,200013,0.9310334862556315
235124,235124,0.4100515124921567
278434,278434,0.6981365417605244
100892,175836,0.628360465116279
235511,235511,0.7398877876509456
375958,375958,0.865044688113893
264398,264808,0.4636447489409118
280124,280124,0.9475397869674186
364253,364253,0.7335804473304472
201596,201039,0.5252641242937853
178885,135798,0.1412748382358923
175907,175850,0.6746960767340399
332174,332174,0.7860952380952381
364264,364264,0.9681779975464184
278115,278115,0.993608521158326
200438,278538,0.1706119719988623
175907,175830,0.2173561641451306
101927,101927,0.785839727215596
278115,278115,0.8373719924803774
275441,275441,1.0
280520,280520,0.3542519658975776
214035,214035,0.9319219114219115
375957,346061,0.4481699216552929
200279,278279,0.4876824462548887
275543,275543,0.9862540106951871
375953,375959,0.8555263157894737
275298,275388,0.2643784373622916
233714,233714,0.06599968183054772
